Código Nomenclador;Descripción;Q GAL;Q GAL AY;ANEST;Gto;Q Ay;Norma;Unidad Arancelaria;Forma de Facturación
130201;Injerto libre de grasa, dermigrasa o piel total. (X);80,25;30;80,25;218;1;;A;
130202;Preparación de colgajo tubulado, en uno o dos tiempos.;80,25;30;80,25;177;1;;A;
130203;Adelgazamiento de piel y transplante de grasa.;80,25;30;80,25;118;1;;A;
130204;Cierre plástico de herida por colgajo. (X);61,5;30;80,25;176;1;Cuando se realizan vari;A;UNICO CODIGO
130205;Transporte de tubo por tiempo operatorio.;61,5;30;80,25;118;1;;A;
130206;Operación relajante en *Z* (zetaplastia).;61,5;30;80,25;176;1;;A;
130207;Tomo o colocación de injerto de piel dermatomo.;39,75;30;80,25;74;1;;A;
130208;Dermabrasión (en caso debidamente autorizado por la obra social) por tratamiento zonal.;39,75;30;80,25;118;1;;A;
130209;Injerto pinch (por sesión operatoria).;39,75;30;80,25;118;1;;A;
130210;Diferido del colgajo, separación del pedículo.;39,75;30;80,25;176;1;;A;
130211;Preparación de colgajo y cierre plástico por rotación en un tiempo (cross-leg) incluye yeso.;80,25;30;80,25;177;1;;A;
130212;COLGAJOS MIOCUTANEOS CON ANASTOMOSIS VASCULAR;;;;;;;;
130301;Atención del paciente con quemaduras de 2? y 3? grado, hasta el 5% de superficie corporal (tome o no zonas funcionales). (X);39,75;0;0;20;0;En este código no corr;A;
130302;Atención del paciente con quemaduras de 2? y 3? grado, de más de 5% y por cada 10% o fracción de superficie corporal. (X);80,25;0;0;30;0;;A;
130303;Atencion del paciente con quemaduras de 2? y 3? grado que comprometen zonas funcionales, articulaciones, cara, genitales, de más del 5% y por cada 10% o fracción de superficie corporal. (X);101,25;0;0;40;0;En este código no corr;A;
130304;Escisión de escaras postquemaduras y/o curación del paciente quemado en quirófano con anestesia general (por sesión y por cada 10% de superficie corporal). (X);39,75;30;80,25;160;1;Anestesia general y ay;A;
140101;Testificación total;15;0;0;25;0;;C;
140102;Testificación parcial. Hasta 4 sesiones.;6;0;0;18;0;;C;
140103;Testificacion por drogas, por visita.;1,5;0;0;5;0;;C;
140104;Tratamiento desensibilizante. Incluye provisión de alergeno y las consultas que fueren necesarias. Por mes de tratamiento.;6;0;0;20;0;;C;
150101;Biopsia por incisión o por punción. Ganglio, lesión de piel, trozo de ovario, cilindro de hígado,etc. (X);26,25;0;0;4;0;Si la pieza operatora a;N;
150102;Estudio macro y microscópico de pieza operatoria simple. Vesícula simple. Vesícula biliar, ovario, placenta, estómago, etc. (los cortes que fueran necesarios). (X);39,75;0;0;8;0;Si la pieza operatoria a;N;
150103;Estudio macro y microscópico de pieza de resección oncológica ampliada. Organo y sus ganglios regionales. (los cortes que fueran necesarios). (X);66;0;0;9;0;;N;
150104;Biopsia por congelación y estudio diferido del corte. (X);54;0;0;8;0;En caso de realizarse;N;
150105;Estudio biópsico seriado y semiseriado, mínimo quince. Con autorización previa de la obra social. (X);54;0;0;8;0;Este código se refiere;N;
150106;Citología exfoliativa oncológica. (X);21,75;0;0;4;0;Con el criterio, de que;N;
150107;Citología exfoliativa hormonal. Cada cuatro extendidos.;21,75;0;0;4;0;El código presente se;N;
150108;Necropsia de neonato o lactante. Con autorización previa de la obra social.;212,25;0;0;74;0;;N;
150109;Necropsia del joven y del adulto. Con autorización previa de la obra social.;266,25;0;0;98;0;;N;
150110;Citología exfoliativa oncológica bronquial. Por tres muestras. (X);36,75;0;0;8;0;En caso de realizarse;N;
150111;Citología exfoliativa oncológica de líquidos. Lavados, trasudados, exudados, orinas, etc. (X);26,25;0;0;4;0;;N;
160101;Anestesia mínima para procedimientos diagnósticos o terapéuticos. (Incluye anestesia general y regional excluye anestesia local). (X);120,38;0;0;20;0;Si un médico traumatól;B;
160102;Analgesia regional continua. Cada veinticuatro horas.;30;0;0;30;0;Este código no puede;B;
160103;Analgesia regional por bloqueo subaracnoideo con fenol o similar.;15;0;0;7;0;;B;
160104;Hipotermia controlada y/o neuroleptoanalgesia. Por cada veinticuatro horas.;37,5;0;0;35;0;La hipotermia controlada y/o neuroleptonalgesia, podrá ser facturada solamente cuando se realice como único tratamientofuera del acto quirúrgico.;B;UNICO CODIGO
160105;Intubación endotraqueal (fuera del acto operatorio).;7,5;0;0;10;0;;B;
170101;Electrocardiograma en consultorio (con o sin prueba de esfuerzo). (X);7,5;0;0;20;0;;C;
170102;Electrocardiograma a domicilio.;7,5;0;0;30;0;;C;
170103;Electrograma del Haz de His. Incluye el cateterismo.;45;0;0;80;0;;C;
170104;Electrocardiograma de Holter (por veinticuatro horas) un canal.;60;0;0;180;0;Este código no podrá s;C;
170105;Sobreestimulación cardíaca (con electrocardiograma intracavitario, para diagnóstico y tratamiento). Incluye el cateterismo.;37,5;0;0;80;0;;C;
170106;Electrocardiograma con derivación itraesofágica.;9;0;0;25;0;;C;
170107;Vectocardiograma.;9;0;0;25;0;;C;
170108;Fonomecanocardiograma, con una derivación electrocardiográfica de reparo.;15;0;0;30;0;;C;
170109;Monitoraje operatorio (incluye el control osciloscópico, marcapaso externo, desfibrilador, respiración con presión posistiva). (X);25,5;0;0;90;0;El monitoraje operatori;C;
170110;Cardioversión en paciente no internado en sala de terapia intensiva.;7,5;0;0;20;0;La cardioversión debe i;C;
170111;Ergometría. (X);15;0;0;60;0;La ergometría y ciclogo;C;
170112;Curvas de dilución con colorantes e hidrógeno.;22,5;0;0;30;0;;C;
170113;Oscilometría (incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
170114;Pletismografía (incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
170115;Fluxometría por efecto Dopper con registro gráfico. incluye E.C.G. de referencia.;7,5;0;0;20;0;Este código puede ser;C;
170116;Termodilución.;4,5;0;0;20;0;;C;
170117;Rehabilitacón del cardiópata. Arancel global por un mes. (De ocho a doce sesiones). (X);45;0;0;100;0;La rehabilitación del cardiopata únicamente podrá realizarse en establecimientos con internación que se adecuen a lo siguiente:;C;
170118;Electrocardiograma de Holter por veinticuatro horas dos canales. (X);60;0;0;300;0;De requerirse la realiza;C;NO FACTURABLE CON OTROS CODIGOS
180101;Ecocardiograma: Incluye electrocardiograma sincrónico de referencia con sin otros parámetros. (modo A y M). (X);27;0;0;51;0;Incluye electrocardiogr;D;NO FACTURABLE CON OTROS CODIGOS
180102;Ecocardiograma completo con registro contínuo o videotape (modo A y M).;27;0;0;58;0;Incluye 18.01.01.;D;NO FACTURABLE CON OTROS CODIGOS
180103;Ecocardiograma completo, con ecoscopía (modo B).;33;0;0;71;0;Incluye 18.01.01 y 18.0;D;NO FACTURABLE CON OTROS CODIGOS
180104;Ecografía tocoginecológica.;27;0;0;58;0;Incluye todo el estudio;D;
180106;Ecografía mamaria uni o bilateral.;27;0;0;51;0;;D;
180107;Ecografía cerebral (con modo B y A). (X);27;0;0;51;0;;D;
180109;Ecografía oftalmológica uni o bilateral.;27;0;0;37;0;;D;
180110;Ecografía tiroidea.;18;0;0;34;0;;D;
180111;Ecografía de testículos.;18;0;0;24;0;;D;
180112;Ecografía completa de abdomen. (X);37,5;0;0;71;0;Cuando se solicita una;D;NO FACTURABLE CON OTROS CODIGOS
180113;Ecografía hepática, biliar, esplénica o torácica.;27;0;0;71;0;En caso de estudiarse;D;
180114;Ecografía de vejíga o próstata.;18;0;0;51;0;;D;
180116;Ecografía renal bilateral. (X);27;0;0;61;0;;D;
180117;Ecografía de aorta abdominal dinámica y estática. (Modo M).;27;0;0;51;0;;D;
180118;Ecografía pancreática o suprarrenal.;33;0;0;51;0;Este código no puede;D;NO FACTURABLE CON OTROS CODIGOS
180121;Ecografía para la amniocentesis.;18;0;0;51;0;;D;
190101;Metabolismo Basal.;3;0;0;5;0;;C;
190102;Régimen individual con preparación de menú dietético.;3,75;0;0;0;0;"La definición de ""régim";C;
200101;Test de Bernstein-prueva de perfusión esofágica. (+ DROGA);7,5;0;0;7;0;;C;
200102;Sondeo gástrico fraccionado para test secretorio. Prueba de histamina, histalog, pentagastrina, test de Kay. Incluye determinación de acidez basal. (+ DROGA);15;0;0;18;0;;C;
200103;Sondeo gástrico en ayunas para determinación de quimismo. (Incluye titulación). (+DROGA);4,5;0;0;18;0;;C;
200104;Sondeo con electrodo intragástrico para determinación de PH (radiotelemetría).;4,5;0;0;18;0;;C;
200105;Sondeo gástrico para test secretorio con insulina (test de Hollander), con extracción de muestras de sangre para glucemia al comienzo de la prueba, a los treinta y cuarentaycinco minutos. (incluye titulación).;18;0;0;7;0;;C;
200106;Sondeo duodenal diagnóstico con control radioscópico de sonda, con o sin prueba de Meltzer-Lyon, con o sin extracción de muestras para citología exfoliativa. (Incluye estudio de sedimento biliar).;18;0;0;15;0;;C;
200107;Sondaje duodenal con sonda de doble luz, con control radioscópico, para prueba funcional pancreática con estimulación con secretina. (Incluye dosaje de bicarbonato y/o enzimas).;22,5;0;0;18;0;;C;
200108;Clearence de bromosulftaleína.;15;0;0;15;0;;C;
200109;Test de retención de BSF a los cuarentaycinco minutos mas prueba de Caroli.;7,5;0;0;15;0;;C;
200110;Test de retención de bromosulftaleína a lo cuarentaycinco minutos.;4,5;0;0;10;0;;C;
200111;Motilidad esofágica (manometría). Obtención de registro gráfico simultáneo de deglución, respiración y peristaltismo esofágico.;30;0;0;20;0;;C;
200112;Determinación del reflujo gastroesofágico por medio de microelectrodos, Phchímetros o cápsula de Heidelberg, con registro gráfico.;15;0;0;15;0;;C;
200113;Lavado gástrico o esofágico (en pacientes no internados en terapia intensiva).;3;0;0;7;0;;C;
200114;Extracción de material de esófago o estómago para citología exfoliativa (como única práctica).;4,5;0;0;7;0;;C;
200115;Colocación de sonda balón de Sengstaken, Blakemore, Linton o similares en hemorragias digestivas por várices esofágicas.;4,5;0;0;10;0;;C;
200116;Biopsia peroral esofágica o gástrica por aspiración con control radioscópico del instrumento.;4,5;0;0;10;0;;C;
200117;Biopsia peroral del intestino delgado por aspiración con control radioscópico con extracción única Crosby.;15;0;0;15;0;;C;
200118;Biopsia peroral del intestino delgado por aspiración con control rasdioscópico. Extracción múltiple por succión hidráulica.;22,5;0;0;18;0;;C;
200119;Esofagoscopía con instrumental rígido.;15;0;0;45;0;;C;
200120;Esofagofibroscopía.;37,5;0;0;273;0;;C;
200121;Gastrroscopía con instrumental rígido.;22,5;0;0;45;0;;C;
200122;Esofagogastrduodenofibroscopía. (X);45;0;0;342;0;;C;
200123;Canulación endoscópica de papila de Vater con colangio y/o pancreatografía retrógrada.;45;0;0;100;0;;C;
200124;Colonofibrscopía . (X);52,5;0;0;456;0;La colonoscopía incluy;C;
200125;Rectosigmoidoscopía con instrumental rígido. (X);15;0;0;30;0;;C;
200126;Rectosigmoidofibroscopía. (X);15;0;0;228;0;;C;
200127;Anoscopía. (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
200128;Dilatacíon esofágica con control endoscópico (por sesión, incluye la endoscopía).;30;0;0;20;0;;C;
200129;Dilatación esofágica con sonda de mercurio sin endoscopía (por sesión).;15;0;0;10;0;;C;
200130;Reducción no quirúrgica de la invaginación intestinal (enema bariatada, insuflación controlada).;15;0;0;45;0;;C;
200131;Reducción manual de recto. Dilatación digital o instrumental de recto o ano. (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
200132;Gastrofibroscopía.;37,5;0;0;342;0;;C;
200134;Polipectomía endoscópica gástrica.;22,5;0;0;100;0;;C;
200135;Polipectomía endoscópica colónica.;30;0;0;150;0;;C;
200136;Hasta tres forografías realizadas durante el acto endoscópico, se recargará.;1,5;0;0;15;0;;C;
210101;Estudio genético (comprende consultas, asesoramiento, dertoglifos).;32,5;0;0;5;0;;C;
210102;Dermatoglifos.;15,5;0;0;5;0;;C;
210103;Cromatina sexual (en mucosas o en sangre).;6,5;0;0;10;0;;C;
210104;Análisis cromosómico de cariotipo simple.;39;0;0;120;0;;C;
210105;Análisis cromosómico de cariotipo con bandas G-T.;52;0;0;130;0;;C;
210106;Análisis cromosómico de cariotipo con bandas Q.;52;0;0;150;0;;C;
210107;Análisis coromosómico de cariotipo con bandas G-T y Q.;65;0;0;280;0;;C;
210201;Estudio completo de histocompatibilidad para transplantes de órganos. (Hasta cinco personas).;260;0;0;2800;0;El estudio de tipificació;C;
210202;Estudio completo de histocompatibilidad para transplante de organos. (por persona subsiguiente).;39;0;0;500;0;;C;
210203;Cross-match contra panel de linfocitos (anticuerpos anti HLA), en receptor de transplante renal.;43;0;0;467;0;;C;
210204;Cross-match contra panel de linfocitos (anticuerpos anti HLA), en receptor de transplante renal hiper inmunizado (cross-match de rutina positivo mayor del noventa porciento).;87;0;0;933;0;;C;
210205;Cross-match contra donante vivo en linfocitos T y B (anticuerpos anti HLA), en receptor de transplante renal en las cuarentayocho horas previas al transplante.;260;0;0;2800;0;;C;
210206;Determinación de antígenos DR-DQ en receptor o en donante de transplante renal o de médula ósea. Por única vez.;78;0;0;840;0;;C;
210207;Cultivo mixto de linfocitos, paso final del transplante renal (con donante vivo) o médula ósea. Por única vez.;87;0;0;933;0;;C;
220101;Colposcopía-Traqueloscopía. (X);4,5;0;0;18;0;;C;
220102;Colpocitología, obtención del material por sesión (efectuado por otro profesional que no sea el citólogo). (Incluido en consulta);0;0;0;0;0;;C;INCLUIDO EN CONSULTA
220103;Test de Sims-Huner.;3;0;0;5;0;;C;
220104;Estudio del moco cervical. Con microscopio.;3;0;0;5;0;;C;
220105;Persuflación con registro quimográfico.;7,5;0;0;7;0;;C;
220106;Persuflación, hidrotubación. Por cada sesión.;3;0;0;7;0;;C;
220107;Instilación de sustancia radiopaca para histerosalpingografía, ginecografía, etc.;3;0;0;7;0;;C;
220201;Amioscopía.;4,5;0;0;5;0;;C;
220202;Monitoreo fetal. (X);15;0;0;50;0;El monitoreo fetal se p;C;
220203;Método psicoprofiláctico del parto.;22,5;0;0;40;0;Método psicoprofiláctic;C;
220204;Control obstetrico del trabajo de parto..;67,5;0;0;0;0;Será admitida su factur;F;
230101;Adhesividad plaquetaria in vivo o in vitro.;12;0;0;5;0;;N;
230102;Agregación plaquetaria. Mínimo tres sustancias inductoras.;18;0;0;8;0;;N;
230103;Adenograma.;10,5;0;0;3;0;;N;
230104;Investigación de aglutinas. En medio salino, en medio albuminoso y prueba de Coombs indirecta. Prueba de compatibilidad. (X);4,5;0;0;2;0;;N;
230105;Aglutininas del sistema ABO. En medio salino, en medio albuminoso y cuantitativo. (X);6;0;0;1,5;0;;N;
230106;Anticoagulante circulante. Determinacion de;3;0;0;2,5;0;;N;
230107;Anticuerpo. Elución de;4,5;0;0;1,5;0;;N;
230108;Anticuerpos inmunes (Landsteiner).;3;0;0;1,5;0;;N;
230109;Anticuerpos inmunes (Witebesky).;3;0;0;3;0;;N;
230110;Antiglobulina humana con suero antinograma. Prueba;3;0;0;1,5;0;;N;
230111;Antitrombina. Titulación de;4,5;0;0;1,5;0;;N;
230112;Autohemolisis. Prueba de;6;0;0;1,5;0;;N;
230113;Bence Jones. Proteína de;1,5;0;0;1;0;;N;
230114;Bilirrubinemia total (directa, indirecta).;1,5;0;0;1,5;0;;N;
230115;Celulas falciformes o drepanocíticas o Sickle Cells (anaerobiosis).;3;0;0;1;0;;N;
230116;Celulas L E (médula).;9;0;0;1,5;0;;N;
230117;Celulas L E (sangre).;4,5;0;0;1,5;0;;N;
230118;Coagulación y sangría. Tiempo de? (X);1,5;0;0;1;0;;N;
230119;Coágulo. Retracción de;1,5;0;0;1;0;;N;
230120;Coombs directa. Prueba de (X);3;0;0;1,5;0;;N;
230121;Coombs indirecta. Pruba de, culitativa (X);3;0;0;1,5;0;;N;
230122;Coombs indirecta. Prueba de, cuantitativa. (X);4,5;0;0;2,5;0;;N;
230123;Crioaglutininas.;1,5;0;0;1;0;;N;
230124;Crioglobulinas.;3;0;0;1;0;;N;
230125;Cromatina sexual.;3;0;0;1;0;;N;
230126;Dacie. Prueba de;3;0;0;1,5;0;;N;
230127;Davidshon diferenciada. Prueba de;4,5;0;0;2,5;0;;N;
230128;Donath-Landsteinner cuantitativa. Prueba de;4,5;0;0;1,5;0;;N;
230129;Electroforesis sin papel (hemoglobina o suero).;4,5;0;0;3;0;;N;
230130;Electroforesis poliacrilaminada, cualitativa.;4,5;0;0;4;0;;N;
230131;Electroforesis poliacrilamida, cuntitativa.;9;0;0;4;0;;N;
230132;Eosinófilos. Recuento de;1,5;0;0;1;0;;N;
230133;Eritrosedimentación. (X);1,5;0;0;1;0;;N;
230134;Espectrofotometría del líquido amniótico.;7,5;0;0;1,5;0;;N;
230135;Esplenograma.;12;0;0;5;0;;N;
230136;Estado secretor.;3;0;0;1,5;0;;N;
230137;Etanol. Prueba de gelificación con;1,5;0;0;1;0;;N;
230138;Exton Rosse. Prueba de;3;0;0;4;0;;N;
230139;Factor de coagulación II (protombina Duckert) en plasma o en suero.;4,5;0;0;1,5;0;;N;
230140;Factor de coagulación V.;4,5;0;0;2;0;;N;
230141;Factor de coagulación VII.;4,5;0;0;2;0;;N;
230142;Factores de coagulación complejo VII-X.;4,5;0;0;2;0;;N;
230143;Factor de coagulación VIII.;6;0;0;2;0;;N;
230144;Factor de coagulación IX.;6;0;0;2;0;;N;
230145;Factor de coagulación X.;6;0;0;2,5;0;;N;
230146;Factor de coagulación XI.;6;0;0;2;0;;N;
230147;Factor de coagulación XII.;6;0;0;2;0;;N;
230148;Factor de coagulación XIII cualitativo.;1,5;0;0;1;0;;N;
230149;Factor de coagulacíon XIII semicualitativo;6;0;0;1;0;;N;
230150;Ferremia. Sideremia. (X);3;0;0;2,5;0;;N;
230151;Fibrinógeno (sangre). (X);6;0;0;1,5;0;;N;
230152;Fibronilisina (lisis de eugobulinas). (X);6;0;0;1,5;0;;N;
230153;Fólico ácido (microbiológico).;6;0;0;3;0;;N;
230154;Fórmula leucocitaria. (X);1,5;0;0;1;0;;N;
230155;Fosfatasa alcalina leucocitaria (citoquímica).;3;0;0;1,5;0;;N;
230156;Globulina gamma (suero).;1,5;0;0;3;0;;N;
230157;Globulina gamma (latex).;4,5;0;0;1,5;0;;N;
230158;Glóbulos blancos. Recuento (X);1,5;0;0;1;0;;N;
230159;Glóbulos rojos. Recuento;1,5;0;0;1;0;;N;
230160;Glucógeno (citoquímico).;3;0;0;1,5;0;;N;
230161;Glucógeno previa digestión (citoquímico).;4,5;0;0;2;0;;N;
230162;Gota gruesa.;1,5;0;0;1;0;;N;
230163;Grupo sanguíneo ABO. (X);1,5;0;0;1,5;0;;N;
230164;Han. Prueba de;3;0;0;1,5;0;;N;
230165;Heinz. Cuerpos de;3;0;0;1;0;;N;
230166;Hematíes. Resistencia globular osmótica de los;3;0;0;1,5;0;;N;
230167;Hematíes. Tripsinación de los u otros métodos enzimáticos;1,5;0;0;1;0;;N;
230168;Hematocrito. (X);1,5;0;0;1;0;;N;
230169;Hemoaglutinación? pasiva. Prueba de, Hematíes tanados.;6;0;0;3;0;;N;
230170;Hemoaglutininas (Wiughan).;3;0;0;1,5;0;;N;
230171;Hemoaglutinógenos (subtipos del sistema ABO). Cada determinación. (X);3;0;0;2;0;;N;
230172;Hemoaglutinógenos DU. (X);4,5;0;0;2;0;;N;
230173;Hemoglubilina. Dosaje (X);1,5;0;0;1;0;;N;
230174;Hemoglobulina. Electroforesis de;4,5;0;0;3;0;;N;
230175;Hemoglobina en plasma. (X);3;0;0;2;0;;N;
230176;Hemoglobina. Solubilidad de la;3;0;0;2;0;;N;
230177;Hemoglobina alcalirresistente.;3;0;0;1,5;0;;N;
230178;Hemograma. Incluye recuento de hematíes, leucocitos, fórmula leucocitaria y morfología, hematocrito y dosaje de hemoglobina. (X);3;0;0;1,3;0;;N;
230179;Hemosilinas en caliente (titulación) o en frio, excluyendo anticuerpos de Donath-Landsteiner.;3;0;0;1,5;0;;N;
230180;Hemosiderina. Investigación (citoquímica). (X);3;0;0;1,5;0;;N;
230181;Heparina. Resistencia a la, in vitro. (Soulier o similar).;4,5;0;0;1,5;0;;N;
230182;Heparina. Resistencia a la, in vivo. (De Takats).;4,5;0;0;1,5;0;;N;
230183;Hiperheparinemia.;7,5;0;0;2;0;;N;
230184;IBC (Iron Binding Capacity). (X);4,5;0;0;2;0;;N;
230185;Identificación de anticuerpos con panel en medio salino o albuminoso (las pruebas de Coombs indirectas se facturan por separado). (X);9;0;0;8;0;;N;
230186;Indice opsonocitofácigo.;4,5;0;0;4;0;;N;
230187;Inmunoelectroforesis.;9;0;0;6;0;;N;
230188;Latex globulina gamma.;4,5;0;0;1,5;0;;N;
230189;Latex LE.;4,5;0;0;3;0;;N;
230190;Lazo. Prueba de;0;0;0;1;0;;N;INCLUIDO EN CONSULTA
230191;Leucinoaminopeptidasa. Test de;9;0;0;2;0;;N;
230192;Leucoaglutinación. Inhibición de;4,5;0;0;3,5;0;;N;
230193;Leucoaglutininas. Método directo.;3;0;0;1,5;0;;N;
230194;Leucocitos. Resistencia de los;3;0;0;1,5;0;;N;
230195;Leucoprecipitinas.;3;0;0;1,5;0;;N;
230196;Magnesio (sangre).;3;0;0;1,5;0;;N;
230197;Medulograma, mielograma. (X);12;0;0;4;0;En el médulograma, lo;N;
230198;Mononucleosis infecciosa. Reacción para, monotest.;3;0;0;3,5;0;;N;
230199;Parásitos hemáticos.;4,5;0;0;1;0;;N;
230201;Paul Bunell. rección de;3;0;0;2;0;;N;
230202;Peroxidasas.;1,5;0;0;1;0;;N;
230203;Plaquetas. Recuento de (X);1,5;0;0;1;0;;N;
230204;Plasma recalcificado. Tiempo de;1,5;0;0;1;0;;N;
230205;Porfirinas (orina).;1,5;0;0;3;0;;N;
230206;PDF (producto de degradación fibrinógeno).;6;0;0;5;0;;N;
230207;Proactivador plasminógeno.;6;0;0;2,5;0;;N;
230208;Protrombina (Ware, Seegers).;6;0;0;2,5;0;;N;
230209;Protrombina. Consumo de (X);3;0;0;2;0;;N;
230210;Protrombina. Tiempo de -Quick- (X);1,5;0;0;2;0;;N;
230211;Recuento y fórmula.;3;0;0;1;0;;N;
230212;Reffhus. Curva de;3;0;0;2,5;0;;N;
230213;RH. (X);1,5;0;0;1,5;0;;N;
230214;RH factor C (mayúscula). (X);1,5;0;0;2;0;;N;
230215;RH factor C (minúscula). (X);1,5;0;0;2;0;;N;
230216;RH factor D (mayúscula).;1,5;0;0;1,5;0;;N;
230217;RH factor E (mayúscula). (X);1,5;0;0;2;0;;N;
230218;RH factor E (minúscula). (X);1,5;0;0;1,5;0;;N;
230219;Reticulocitos. (X);1,5;0;0;1;0;;N;
230220;Sia. Test de;1,5;0;0;1;0;;N;
230221;Sickle Cells, inducción química.;3;0;0;1;0;;N;
230222;Siderofilina. Capacidad de la saturación de la (X);4,5;0;0;2;0;;N;
230223;Sulfato de protamina. Prueba de gelificación.;6;0;0;3;0;;N;
230224;Trombina. Prueba de la generación de la;6;0;0;2;0;;N;
230225;Trombina. Tiempo de;1,5;0;0;1,5;0;;N;
230226;Tromboplastina. Prueba de la generación de (Biggs y Douglas).;10,5;0;0;4;0;;N;
230227;Tromboplastina. Prueba de la generación de (Biggs y Douglas) sustituyendo cada reactivo, suero, plasma, plaquetas y sustrato.;30;0;0;7;0;;N;
230228;Tromboplastina. Prueba de la generación simplificada. (Hicks, Pitney).;6;0;0;4;0;;N;
230229;Tromboplastina. Tiempo de -parcial-. (X);3;0;0;2;0;;N;
230230;Trombo. Test de Owewn.;3;0;0;2;0;;N;
230231;Tromboelastograma;6;0;0;4;0;;N;
230232;Xenodiagnóstico (estudio completo).;15;0;0;10;0;;N;
240101;Transfusión de sangre total, por unidad de hasta 500 c.c. (X);8,25;0;0;26;0;;C;
240102;Transfusión de plasma, por unidad de hasta 300 c.c. (X);8,25;0;0;33;0;;C;
240103;Transfusión de hematíes sediementados (concentrado globular), por unidad de hasta 300 c.c. (X);8,25;0;0;33;0;;C;
240104;Transfusión de glóbulos rojos lavados, por unidad de hasta 300 c.c. (incluye suero fisiológico). (X);11,25;0;0;44;0;;C;
240105;Plasmaferesis o eritroferesis con procesamiento de hasta 500 c.c. de sangre total.;8,25;0;0;66;0;;C;
240106;Transfusión de sangre sin leucocitos con o sin plaquetas, por unidad de hasta 500 c.c. (X);11,25;0;0;66;0;;C;
240107;Transfusión de plaquetas y/o leucocitos provenientes de hasta 500 c.c. de sangre.;11,25;0;0;66;0;;C;
240108;Exanguineo-Transfusión: Por la primera unidad de hasta 500 c.c. de sangre.;81,75;0;0;176;0;En la exanguineo-transf;C;
240109;Exanguineo-Transfusión: Unidades subsiguientes de 500 c.c. o fracción.;11,25;0;0;110;0;;C;
240110;Transfusión fetal intra-útero (incluye la parancetesis fetal intra-útero) por sesión.;98,25;0;0;176;0;;C;
240111;Sangría por recolección con equipo al vacío.;3;0;0;44;0;;C;
240112;Transfusión intraamniótica.;65,25;0;0;132;0;;C;
240113;Transfusión de crioprecipitados G a H provenientes de 500 c.c. de sangre.;15;0;0;66;0;;C;
240114;V.D.R.L. en dador. (X);1,5;0;0;2;0;;N;
240115;Huddlesson de dador. (X);1,5;0;0;1,5;0;;N;
240116;Chagas latex en dador.;1,5;0;0;2,5;0;;N;
240117;Chagas fijación del complemento en dador. (X);4,5;0;0;2;0;;N;
240118;Chagas hemoaglutinación en dador. (X);1,5;0;0;3;0;;N;
240119;Antígeno de hepatitis B en dador. (X);3;0;0;5;0;;N;
240120;Anticuerpos anti VIH (método de Elisa), en dador.;9;0;0;20;0;A: las bolsas de sangr;N;
240121;Anticuerpos anti VIH (metodo de aglutinación de partículas en gelatina) en dador. (X);2,25;0;0;11;0;A: las bolsas de sangr;N;
250101;Agentes fícicos, fisioterapia, horno de bier, rayos, infrarrojos, hidroterapia, parafina, fomentaciones, crioterapia, rayos ultravioletas, electroterapia en cualquiera de sus formas, onda corta, microondas, tracción cervical o pélvica, ultrasonido, ionto;2;0;0;4;0;"La denominación ""PEL";C;
250102;"Terapia física o kinesiterapia; masajes, movilización pasiva o activa, reeducación, ejercicios terapéuticos, gimnasia médica, fortalecimiento muscular rehabilitación respiratoria por sesión. (X)";5,5;0;0;2;0;En pacientes internado;C;
250103;Terapia ocupacional. Por sesión o por beneficiario.;5,5;0;0;2;0;;C;
250104;Rehabilitación del lenguaje. Por sesión y por beneficiario. (X);7;0;0;2;0;;C;
250105;Pilones para amputados. Alineación dinamica de amputados.;2,5;0;0;4;0;;C;
250106;Kinesiterapia o fisiatria a domicilio. Al código correspondiente se le adicionará. (X);2,5;0;0;0;0;;C;
260101;Curva de captación tiroidea (tres determinaciones).? (X);10,5;0;0;20;0;;C;
260102;Estudio completo de la función tiroidea con I131. Incluye tres determinaciones de captación, PBI131 y relación de conversión. Incluye material radioactivo.;15;0;0;20;0;;C;
260103;Excreción urinaria de I131. Incluye material radioactivo.;15;0;0;25;0;;C;
260104;Prueba de inhibición (test de Werner). Incluye ambas curvas de captación. Incluye material radioactivo.;18;0;0;35;0;;C;
260105;Pruebas de estimulación (test de Querido). Incluye ambas curvas de captación. No incluye costo de la tirotrofina. Incluye material reactivo.;18;0;0;35;0;;C;
260106;Vida media efectiva. Incluye material reactivo.;22,5;0;0;30;0;;C;
260107;Dosis terapéutica en tirotóxicosis. Incluye vida media y control del paciente durante tres meses. Excluye los gastos de radioyodo.;75;0;0;80;0;;C;
260108;Tratamiento de carcinoma de tiroides. Incluye estudio dosimétrico y control del paciente durante tres meses. Excluye los gastos de radioyodo.;90;0;0;140;0;;C;
260109;Detección de trombosis con fibrinógeno marcado.;75;0;0;20;0;;C;
260110;Detección de supuraciones abdominales con fibrinógeno marcado (no menos de dos estudios).;67,5;0;0;80;0;;C;
260111;Radiorrenograma isotópico simple.;18;0;0;60;0;;C;
260112;Radiorrenograma con clearence renal.;15;0;0;80;0;;C;
260113;Filtrado glomerular.;18;0;0;100;0;;C;
